0.100000, 0, 1
0.200000, 0, 0
0.300000, 0, 0
0.400000, 1, 0
0.500000, 3, 0
0.600000, 1, 0
0.700000, 0, 0
0.800000, 0, 0
0.900000, 0, 0
1.000000, 0, 0
1.100000, 0, 2
1.200000, 0, 3
1.300000, 2, 2
1.400000, 0, 1
1.500000, 0, 0
1.600000, 1, 3
1.700000, 5, 0
1.800000, 1, 1
1.900000, 2, 1
2.000000, 2, 1
2.100000, 1, 1
2.200000, 1, 1
2.300000, 1, 0
2.400000, 0, 0
2.500000, 0, 1
2.600000, 1, 0
2.700000, 2, 1
2.800000, 3, 2
2.900000, 0, 2
3.000000, 8, 1
3.100000, 2, 2
3.200000, 0, 0
3.300000, 0, 1
3.400000, 5, 0
3.500000, 1, 1
3.600000, 3, 1
3.700000, 3, 1
3.800000, 10, 2
3.900000, 1, 0
4.000000, 5, 1
4.100000, 9, 2
4.200000, 0, 1
4.300000, 3, 2
4.400000, 1, 0
4.500000, 1, 1
4.600000, 7, 1
4.700000, 5, 1
4.800000, 9, 1
4.900000, 0, 1
5.000000, 6, 4
5.100000, 3, 2
5.200000, 1, 0
5.300000, 0, 0
5.400000, 1, 0
5.500000, 4, 3
5.600000, 15, 2
5.700000, 3, 1
5.800000, 4, 2
5.900000, 6, 0
6.000000, 7, 2
6.100000, 3, 0
6.200000, 3, 1
6.300000, 1, 0
6.400000, 0, 0
6.500000, 3, 2
6.600000, 0, 1
6.700000, 7, 0
6.800000, 1, 1
6.900000, 3, 0
7.000000, 7, 1
7.100000, 0, 0
7.200000, 2, 2
7.300000, 0, 2
7.400000, 1, 0
7.500000, 1, 1
7.600000, 3, 2
7.700000, 12, 2
7.800000, 16, 0
7.900000, 1, 2
8.000000, 9, 1
8.100000, 4, 1
8.200000, 3, 0
8.300000, 1, 0
8.400000, 6, 2
8.500000, 2, 1
8.600000, 2, 0
8.700000, 0, 0
8.800000, 3, 1
8.900000, 1, 2
9.000000, 1, 0
9.100000, 5, 3
9.200000, 4, 1
9.300000, 2, 0
9.400000, 3, 3
9.500000, 0, 0
9.600000, 8, 0
9.700000, 4, 0
9.800000, 3, 2
9.900000, 6, 2
10.000000, 2, 2
10.100000, 1, 2
10.200000, 3, 1
10.300000, 3, 1
10.400000, 0, 1
10.500000, 7, 2
10.600000, 0, 0
10.700000, 7, 1
10.800000, 7, 0
10.900000, 3, 1
11.000000, 4, 0
11.100000, 2, 0
11.200000, 0, 0
11.300000, 7, 0
11.400000, 1, 0
11.500000, 0, 1
11.600000, 1, 2
11.700000, 13, 1
11.800000, 13, 4
11.900000, 17, 2
12.000000, 11, 2
12.100000, 0, 1
12.200000, 0, 1
12.300000, 3, 2
12.400000, 4, 1
12.500000, 0, 0
12.600000, 1, 2
12.700000, 11, 1
12.800000, 13, 2
12.900000, 2, 1
13.000000, 1, 1
13.100000, 1, 0
13.200000, 4, 2
13.300000, 4, 2
13.400000, 2, 2
13.500000, 0, 1
13.600000, 1, 0
13.700000, 0, 2
13.800000, 1, 0
13.900000, 1, 0
14.000000, 7, 4
14.100000, 19, 0
14.200000, 3, 3
14.300000, 2, 1
14.400000, 4, 0
14.500000, 2, 1
14.600000, 11, 2
14.700000, 18, 3
14.800000, 10, 0
14.900000, 9, 0
15.000000, 12, 2
15.100000, 1, 0
15.200000, 4, 2
15.300000, 14, 4
15.400000, 15, 1
15.500000, 21, 4
15.600000, 12, 0
15.700000, 25, 2
15.800000, 11, 4
15.900000, 25, 2
16.000000, 24, 0
16.100000, 31, 0
16.200000, 22, 1
16.300000, 19, 3
16.400000, 20, 1
16.500000, 21, 8
16.600000, 26, 6
16.700000, 30, 1
16.800000, 36, 2
16.900000, 36, 2
17.000000, 13, 2
17.100000, 17, 0
17.200000, 9, 0
17.300000, 11, 2
17.400000, 13, 1
17.500000, 5, 2
17.600000, 5, 1
17.700000, 11, 3
17.800000, 14, 3
17.900000, 17, 2
18.000000, 13, 0
18.100000, 7, 2
18.200000, 2, 1
18.300000, 1, 0
18.400000, 5, 2
18.500000, 10, 1
18.600000, 8, 2
18.700000, 1, 0
18.800000, 7, 1
18.900000, 0, 1
19.000000, 9, 7
19.100000, 26, 0
19.200000, 15, 1
19.300000, 4, 0
19.400000, 7, 2
19.500000, 5, 0
19.600000, 2, 1
19.700000, 2, 3
19.800000, 1, 1
19.900000, 0, 0
20.000000, 9, 2
20.100000, 19, 2
20.200000, 11, 2
20.300000, 3, 1
20.400000, 1, 1
20.500000, 2, 1
20.600000, 12, 2
20.700000, 8, 2
20.800000, 1, 0
20.900000, 3, 0
21.000000, 5, 0
21.100000, 1, 1
21.200000, 5, 3
21.300000, 3, 0
21.400000, 2, 0
21.500000, 0, 0
21.600000, 8, 2
21.700000, 0, 0
21.800000, 5, 3
21.900000, 14, 2
22.000000, 4, 1
22.100000, 1, 3
22.200000, 3, 1
22.300000, 7, 4
22.400000, 11, 1
22.500000, 1, 0
22.600000, 0, 1
22.700000, 0, 0
22.800000, 0, 0
22.900000, 7, 3
23.000000, 0, 1
23.100000, 2, 0
23.200000, 5, 0
23.300000, 0, 0
23.400000, 7, 1
23.500000, 4, 0
23.600000, 4, 2
23.700000, 3, 0
23.800000, 0, 0
23.900000, 3, 0
24.000000, 0, 4
24.100000, 3, 2
24.200000, 1, 1
24.300000, 4, 0
24.400000, 0, 0
24.500000, 3, 3
24.600000, 3, 1
24.700000, 0, 0
24.800000, 3, 0
24.900000, 3, 0
25.000000, 0, 1
25.100000, 2, 1
25.200000, 2, 1
25.300000, 6, 2
25.400000, 2, 2
25.500000, 1, 1
25.600000, 1, 1
25.700000, 2, 3
25.800000, 9, 1
25.900000, 2, 5
26.000000, 5, 2
26.100000, 1, 0
26.200000, 5, 0
26.300000, 1, 3
26.400000, 2, 0
26.500000, 2, 1
26.600000, 6, 3
26.700000, 9, 4
26.800000, 4, 2
26.900000, 3, 2
27.000000, 11, 1
27.100000, 0, 0
27.200000, 5, 0
27.300000, 0, 0
27.400000, 4, 2
27.500000, 0, 2
27.600000, 1, 0
27.700000, 4, 4
27.800000, 7, 0
27.900000, 0, 0
28.000000, 1, 0
28.100000, 5, 0
28.200000, 0, 0
28.300000, 0, 1
28.400000, 3, 4
28.500000, 0, 0
28.600000, 0, 1
28.700000, 2, 0
28.800000, 0, 1
28.900000, 14, 4
29.000000, 22, 1
29.100000, 12, 2
29.200000, 7, 0
29.300000, 0, 0
29.400000, 0, 0
29.500000, 0, 1
29.600000, 4, 2
29.700000, 1, 0
29.800000, 3, 2
29.900000, 3, 2
30.000000, 3, 3
30.100000, 9, 1
30.200000, 5, 0
30.300000, 0, 0
30.400000, 0, 0
30.500000, 0, 0
30.600000, 1, 1
30.700000, 10, 1
30.800000, 0, 0
30.900000, 1, 1
31.000000, 0, 1
31.100000, 9, 0
31.200000, 0, 1
31.300000, 2, 4
31.400000, 5, 1
31.500000, 5, 2
31.600000, 0, 0
31.700000, 3, 1
31.800000, 3, 2
31.900000, 1, 0
32.000000, 1, 1
32.100000, 2, 0
32.200000, 1, 0
32.300000, 0, 0
32.400000, 1, 1
32.500000, 2, 0
32.600000, 0, 1
32.700000, 5, 0
32.800000, 3, 3
32.900000, 12, 2
33.000000, 3, 0
33.100000, 8, 1
33.200000, 2, 1
33.300000, 5, 3
33.400000, 19, 1
33.500000, 9, 0
33.600000, 18, 3
33.700000, 17, 2
33.800000, 17, 0
33.900000, 0, 4
34.000000, 0, 0
34.100000, 10, 5
34.200000, 4, 4
34.300000, 2, 1
34.400000, 7, 2
34.500000, 1, 1
34.600000, 11, 4
34.700000, 13, 1
34.800000, 11, 0
34.900000, 3, 3
35.000000, 3, 0
35.100000, 9, 1
35.200000, 1, 1
35.300000, 2, 0
35.400000, 1, 2
35.500000, 10, 1
35.600000, 7, 0
35.700000, 8, 1
35.800000, 0, 1
35.900000, 0, 0
36.000000, 0, 1
36.100000, 2, 1
36.200000, 1, 0
36.300000, 5, 2
36.400000, 1, 1
36.500000, 11, 5
36.600000, 7, 0
36.700000, 0, 0
36.800000, 2, 0
36.900000, 10, 0
37.000000, 2, 0
37.100000, 9, 0
37.200000, 7, 1
37.300000, 5, 3
37.400000, 0, 0
37.500000, 0, 1
37.600000, 0, 0
37.700000, 0, 1
37.800000, 14, 1
37.900000, 3, 1
38.000000, 3, 1
38.100000, 0, 0
38.200000, 7, 4
38.300000, 1, 0
38.400000, 0, 0
38.500000, 9, 3
38.600000, 18, 0
38.700000, 11, 2
38.800000, 14, 1
38.900000, 5, 1
39.000000, 9, 4
39.100000, 0, 1
39.200000, 5, 0
39.300000, 1, 0
39.400000, 5, 5
39.500000, 15, 1
39.600000, 4, 2
39.700000, 3, 1
39.800000, 4, 1
39.900000, 10, 1
40.000000, 12, 2
